,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price
169,"1804 BrandonHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)2,008SqftBuilt in1990Single Family",2008,0.35,3,1,0,125000
170,"2607 E Elm StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,080SqftBuilt in1995Single Family",1080,0.2,3,1,0,125000
171,"7204 E 162nd StreetBelton, MO 64012","2Bedrms1Full Bath(s)0Half Bath(s)1,258SqftBuilt in1984Single Family",1258,0.2,2,1,0,125000
172,"304 S Delaware StreetArchie, MO 64725","2Bedrms3Full Bath(s)0Half Bath(s)1,838SqftBuilt in1978Single Family",1838,0.25,2,3,0,125150
173,"204 S Madison StreetRaymore, MO 64083",4Bedrms1Full Bath(s)0Half Bath(s)950SqftBuilt in1930Single Family,950,0.2,4,1,0,125500
174,"15704 Terry AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,451SqftSingle Family",1451,0.2,3,2,0,126000
175,"2003 Christopher StreetHarrisonville, MO 64701","3Bedrms1Full Bath(s)0Half Bath(s)1,144SqftBuilt in1989Single Family",1144,0.2,3,1,0,126840
176,"310 Lacy LaneBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,088SqftBuilt in19580.22AcresSingle Family",1088,0.22,3,1,1,127085
177,"201 Eldorado DriveBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,008SqftBuilt in19590.25AcresSingle Family",1008,0.25,3,1,1,127400
178,"211 Spruce StreetGarden City, MO 64747","3Bedrms2Full Bath(s)0Half Bath(s)1,320SqftBuilt in19970.37AcresSingle Family",1320,0.37,3,2,0,127500
179,"17226 Chula Vista DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,000SqftBuilt in19600.39AcresSingle Family",1000,0.39,3,1,0,128000
180,"1404 S Butler DriveHarrisonville, MO 64701","2Bedrms2Full Bath(s)0Half Bath(s)1,010SqftBuilt in1940Single Family",1010,0.2,2,2,0,128200
181,"210 W Walnut StreetCleveland, MO 64734","3Bedrms2Full Bath(s)0Half Bath(s)1,226SqftBuilt in1930Single Family",1226,0.2,3,2,0,128750
182,"517 Baldwin StreetBelton, MO 64012",3Bedrms1Full Bath(s)0Half Bath(s)960SqftBuilt in1957Single Family,960,0.2,3,1,0,128800
183,"110 Monroe AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,520SqftBuilt in1979Single Family",1520,0.25,3,2,0,128850
184,"707 Webster StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,464SqftBuilt in1971Single Family",1464,0.2,3,2,0,129000
185,"501 Morningside DriveGarden City, MO 64747","3Bedrms1Full Bath(s)0Half Bath(s)1,380SqftBuilt in1974Single Family",1380,0.2,3,1,0,129500
186,"225 N Boardman StreetPleasant Hill, MO 64080",2Bedrms1Full Bath(s)0Half Bath(s)956SqftBuilt in1920Single Family,956,0.2,2,1,0,129900
187,"508 Lacy LaneBelton, MO 64012","4Bedrms2Full Bath(s)0Half Bath(s)1,425SqftBuilt in1960Single Family",1425,0.2,4,2,0,130000
188,"309 Lacy LaneBelton, MO 64012","3Bedrms1Full Bath(s)1Half Bath(s)1,225SqftBuilt in1958Single Family",1225,0.2,3,1,1,130000
189,"139 E Pacific DriveBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,014SqftBuilt in1987Single Family",1014,0.2,3,1,0,130000
190,"97 8th StreetGarden City, MO 64747","4Bedrms2Full Bath(s)0Half Bath(s)1,870SqftBuilt in19710.67AcresSingle Family",1870,0.67,4,2,0,130000
191,"127 Hargis StreetBelton, MO 64012",2Bedrms1Full Bath(s)0Half Bath(s)885SqftBuilt in19500.13AcresSingle Family,885,0.13,2,1,0,130000
192,"2104 Kay StreetHarrisonville, MO 64701",3Bedrms1Full Bath(s)0Half Bath(s)912SqftBuilt in1965Single Family,912,0.2,3,1,0,130000
193,"202 N ArmstrongPleasant Hill, MO 64080","2Bedrms1Full Bath(s)0Half Bath(s)1,788SqftBuilt in19250.24AcresSingle Family",1788,0.24,2,1,0,130000
194,"1601 Ann AvenueHarrisonville, MO 64701","2Bedrms2Full Bath(s)0Half Bath(s)1,580SqftBuilt in1975Single Family",1580,0.25,2,2,0,130000
195,"1401 Broadway StreetPleasant Hill, MO 64080","3Bedrms1Full Bath(s)0Half Bath(s)1,168Sqft3AcresSingle Family",1168,3,3,1,0,130000
196,"505 Buena Vista DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,537SqftBuilt in19850.24AcresSingle Family",1537,0.24,3,2,1,130000
197,"105 Bowman StreetHarrisonville, MO 64701",3Bedrms2Full Bath(s)0Half Bath(s)888SqftBuilt in19580AcresSingle Family,888,0.13,3,2,0,130000
198,"1004 Eastwood RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,320SqftBuilt in1955Single Family",1320,0.2,3,2,0,130000
199,"1002 Smith CircleHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)2,016SqftBuilt in19720AcresSingle Family",2016,0.15,3,2,0,130700
200,"717 S Sunset LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,000SqftBuilt in2003Single Family",2000,0.35,4,3,0,230000
201,"19815 S Pickering RoadBelton, MO 64012","3Bedrms1Full Bath(s)0Half Bath(s)1,936SqftBuilt in1978Single Family",1936,0.25,3,1,0,230000
202,"401 F HighwayGarden City, MO 64747","3Bedrms2Full Bath(s)1Half Bath(s)1,900SqftBuilt in19910.9AcresSingle Family",1900,0.9,3,2,1,230000
203,"30404 S State Route Dd HighwayHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,224SqftBuilt in19679AcresSingle Family",1224,9,3,2,1,230000
204,"212 Apple Valley ParkwayBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,147SqftBuilt in19970.33AcresSingle Family",2147,0.33,3,2,1,230700
205,"300 W Laredo TrailRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,300SqftBuilt in1992Single Family",2300,0.35,4,3,0,230900
206,"706 Lakeshore PlaceRaymore, MO 64083","3Bedrms3Full Bath(s)1Half Bath(s)2,046SqftBuilt in1998Single Family",2046,0.35,3,3,1,231000
207,"202 Amy StreetHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)1,548SqftBuilt in2001Single Family",1548,0.25,3,3,0,231500
208,"16002 Eastern AvenueBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)1,882SqftBuilt in19900.59AcresSingle Family",1882,0.59,3,3,0,232000
209,"10000 E Kelly DrivePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,052SqftBuilt in20160.18AcresSingle Family",2052,0.18,4,3,0,232000
210,"1104 SW Blackpool DriveLee's Summit, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)2,514SqftSingle Family",2514,0.35,3,2,0,232000
211,"7904 E 159th StreetBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)3,052SqftBuilt in19950.2AcresSingle Family",3052,0.2,4,2,1,232500
212,"607 Town Center DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,184SqftBuilt in1990Single Family",2184,0.35,3,2,1,232500
213,"16010 Oakland AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,630SqftBuilt in1993Single Family",2630,0.35,4,3,0,232500
214,"302 Amy StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,666SqftBuilt in2016Single Family",1666,0.25,3,2,1,233000
215,"15516 White DriveBelton, MO 64012","4Bedrms3Full Bath(s)1Half Bath(s)2,901SqftBuilt in20050.4AcresSingle Family",2901,0.4,4,3,1,233000
216,"800 Hollis AvenueBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,950SqftBuilt in2011Single Family",1950,0.25,4,2,1,233000
217,"802 S Stella StreetHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)3,082SqftBuilt in1970Single Family",3082,0.5,4,3,0,234250
218,"612 Hibiscus DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,101SqftBuilt in20150.25AcresSingle Family",2101,0.25,4,3,0,234500
219,"710 Meadow LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,300SqftBuilt in1997Single Family",2300,0.35,4,3,0,234900
220,"501 Meadow LaneRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,200SqftBuilt in1977Single Family",2200,0.35,4,2,1,235000
221,"13312 E Harvest LanePeculiar, MO 64078","3Bedrms1Full Bath(s)1Half Bath(s)1,232SqftBuilt in19802.2AcresSingle Family",1232,2.2,3,1,1,235000
222,"1905 Valley ViewPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,622SqftBuilt in19980.34AcresSingle Family",1622,0.34,3,2,1,235000
223,"521 Cedar Falls CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,205SqftBuilt in2003Single Family",2205,0.35,3,2,1,235000
224,"601 Jefferson BoulevardEast Lynne, MO 64743","4Bedrms3Full Bath(s)0Half Bath(s)3,044SqftBuilt in20071.12AcresSingle Family",3044,1.12,4,3,0,235000
225,"1103 Orchid StreetGarden City, MO 64747","3Bedrms3Full Bath(s)1Half Bath(s)3,414SqftBuilt in2018Single Family",3414,0.5,3,3,1,235000
226,"15725 Harris AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,325SqftBuilt in19855.1AcresSingle Family",2325,5.1,4,3,0,235000
227,"1110 White Oak CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in2002Single Family",1800,0.25,3,2,1,236000
228,"410 S Sunset LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,800SqftBuilt in1978Single Family",1800,0.25,3,2,0,236000
229,"1316 Maple LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)1Half Bath(s)2,330SqftBuilt in1994Single Family",2330,0.35,4,3,1,236500
230,"1104 Wiltshire BoulevardRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,830SqftBuilt in1998Single Family",2830,0.35,3,3,0,236900
231,"735 Chelsea CourtRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)3,154SqftBuilt in20040.23AcresSingle Family",3154,0.23,4,2,1,237000
232,"605 Oak DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,034SqftBuilt in1998Single Family",2034,0.35,3,3,0,237000
233,"602 Meadowlark PlaceRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,500SqftBuilt in2005Single Family",2500,0.35,3,3,0,237900
234,"617 Condor StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,118SqftBuilt in1993Single Family",2118,0.35,4,3,0,238000
235,"146 E Center StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,753SqftSingle Family",1753,0.25,4,3,0,238000
236,"711 Ridgecrest DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,715SqftBuilt in2019Single Family",1715,0.25,4,3,0,238250
237,"1515 Stonegate TerraceRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,542SqftBuilt in19960.33AcresSingle Family",2542,0.33,4,2,1,238990
238,"608 Bradford CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,945SqftBuilt in2004Single Family",1945,0.25,4,3,0,239000
239,"10705 Country LanePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,482SqftBuilt in2006Single Family",1482,0.2,3,2,0,239000
240,"614 W Maple StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,221SqftBuilt in1987Single Family",2221,0.35,3,3,0,239000
241,"4804 SW Davis DriveLee's Summit, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,817SqftBuilt in2007Single Family",1817,0.25,3,3,0,239000
242,"714 S Sunset LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,034Sqft0.28AcresSingle Family",2034,0.28,4,3,0,239900
243,"513 Catron AvenueBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,246SqftBuilt in2020Single Family",2246,0.35,4,3,0,239900
244,"1023 Brookside DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,650SqftBuilt in1977Single Family",2650,0.35,4,3,0,239900
245,"21118 Northpointe DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,650SqftBuilt in2020Single Family",1650,0.25,3,2,1,239900
246,"509 Bud LaneBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,920SqftBuilt in20200.23AcresSingle Family",1920,0.23,4,2,1,239900
247,"519 Bud LaneBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,920SqftBuilt in20200.25AcresSingle Family",1920,0.25,4,2,1,239900
248,"22102 Crystal AvenuePeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)1,725SqftBuilt in2020Single Family",1725,0.25,3,3,0,239900
249,"22008 Crystal AvenuePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,750SqftBuilt in2019Single Family",1750,0.25,4,3,0,239900
250,"416 Heritage DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,940SqftBuilt in2019Single Family",1940,0.25,4,2,1,239900
251,"410 Sunflower DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,213SqftBuilt in2019Single Family",2213,0.35,4,3,0,239900
252,"414 Sunflower DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,213SqftBuilt in2019Single Family",2213,0.35,4,3,0,239900
253,"501 E Pearl StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)2,314SqftBuilt in18600.29AcresSingle Family",2314,0.29,3,2,0,240000
254,"997 Kendall RoadPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,261SqftBuilt in19921AcresSingle Family",2261,1,4,3,0,240000
255,"606 Ripley CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,637SqftBuilt in2003Single Family",1637,0.25,3,2,1,240000
256,"25123 Lone Pine DriveCleveland, MO 64734","5Bedrms3Full Bath(s)0Half Bath(s)1,587SqftBuilt in19751.9AcresSingle Family",1587,1.9,5,3,0,240000
257,"1205 Ridge Tree LanePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)1,914SqftBuilt in20080.3AcresSingle Family",1914,0.3,3,3,0,240000
258,"2000 Parkview DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,995SqftBuilt in2011Single Family",1995,0.25,4,3,0,240000
259,"1321 SW Stanfield RoadLee's Summit, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,680SqftBuilt in2011Single Family",1680,0.25,3,3,0,240000
260,"405 Appaloosa DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,188SqftBuilt in1972Single Family",2188,0.35,4,3,0,240000
261,"1005 Mission DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)2Half Bath(s)2,608SqftBuilt in1986Single Family",2608,0.35,3,2,2,240000
262,"1712 Longhorn LaneRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,825SqftBuilt in1998Single Family",1825,0.25,4,2,1,240000
263,"8001 E Martha CirclePeculiar, MO 64078","4Bedrms2Full Bath(s)0Half Bath(s)2,118SqftBuilt in19823.3AcresSingle Family",2118,3.3,4,2,0,240000
264,"1401 Redbud AvenuePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,536SqftBuilt in19980.8AcresSingle Family",2536,0.8,3,3,0,240000
265,"403 Meadow LaneRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,498SqftBuilt in19750.4AcresSingle Family",2498,0.4,4,3,0,240000
266,"408 Sunflower DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,940SqftBuilt in2019Single Family",1940,0.25,4,2,1,241400
267,"412 Sunflower DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,940SqftBuilt in2019Single Family",1940,0.25,4,2,1,241900
268,"12005 E 213th TerracePeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,042SqftBuilt in20050.4AcresSingle Family",2042,0.4,4,3,0,241999
269,"207 N Highland DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,314SqftBuilt in1994Single Family",2314,0.35,4,2,1,242000
270,"409 Bradford LaneBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,601SqftSingle Family",2601,0.35,4,3,0,242500
271,"11513 E 208th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,792SqftBuilt in2019Single Family",1792,0.25,4,3,0,242500
272,"1308 Austin AvenuePleasant Hill, MO 64080","4Bedrms2Full Bath(s)1Half Bath(s)2,006SqftBuilt in20110.34AcresSingle Family",2006,0.34,4,2,1,242500
273,"309 10th StreetGarden City, MO 64747","3Bedrms2Full Bath(s)1Half Bath(s)3,600SqftBuilt in19981.2AcresSingle Family",3600,1.2,3,2,1,242500
274,"19514 S Hoover RoadPleasant Hill, MO 64080","3Bedrms1Full Bath(s)0Half Bath(s)1,170SqftBuilt in195513AcresSingle Family",1170,13,3,1,0,242500
275,"24510 E Orient Cemetery RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,333SqftBuilt in19204.78AcresSingle Family",1333,4.78,3,2,0,242500
276,"602 Coleman DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,246SqftBuilt in20200.24AcresSingle Family",2246,0.24,4,3,0,242900
277,"1915 Red Bud CourtRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,874SqftBuilt in2012Single Family",1874,0.25,4,3,0,243000
278,"215 N Park DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)3,114SqftBuilt in1992Single Family",3114,0.5,4,3,1,243000
279,"24001 E 223rd StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,443SqftBuilt in197012.5AcresSingle Family",2443,12.5,3,2,1,244000
280,"608 Buckaroo StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)2,004SqftBuilt in19870.55AcresSingle Family",2004,0.55,4,3,0,244000
281,"12414 Black Oak CirclePeculiar, MO 64078","4Bedrms2Full Bath(s)0Half Bath(s)1,656SqftSingle Family",1656,0.25,4,2,0,244000
282,"12425 Live Oak CirclePeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,901SqftBuilt in2018Single Family",1901,0.25,4,2,1,244800
283,"523 Bradford CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,448SqftSingle Family",1448,0.2,3,2,1,244800
284,"1701 Trailridge DrivePleasant Hill, MO 64013","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in0Single Family",1800,0.25,3,2,1,244900
285,"432 Madison Creek DriveRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,027SqftBuilt in2008Single Family",2027,0.35,4,3,1,244900
286,"711 Old Paint RoadRaymore, MO 64083","4Bedrms3Full Bath(s)1Half Bath(s)2,122SqftBuilt in2001Single Family",2122,0.35,4,3,1,244900
287,"12809 E 246th TerracePeculiar, MO 64078","4Bedrms2Full Bath(s)1Half Bath(s)1,996SqftBuilt in2003Single Family",1996,0.25,4,2,1,244900
288,"520 Cedar Falls CourtRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,135SqftBuilt in2003Single Family",2135,0.35,3,2,1,245000
289,"106 N Hillcrest RoadBelton, MO 64012","4Bedrms2Full Bath(s)2Half Bath(s)3,196SqftBuilt in1970Single Family",3196,0.5,4,2,2,245000
290,"612 Old Paint RoadRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,120SqftBuilt in2004Single Family",2120,0.35,3,2,1,245000
291,"1918 Parkview DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,842SqftBuilt in2006Single Family",1842,0.25,4,3,0,245000
292,"617 W Maple StreetRaymore, MO 64083","4Bedrms2Full Bath(s)0Half Bath(s)1,863SqftBuilt in1987Single Family",1863,0.25,4,2,0,245000
293,"11510 E 208th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,792SqftBuilt in2019Single Family",1792,0.25,4,3,0,245000
294,"1113 Tudor DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,145SqftBuilt in2003Single Family",2145,0.35,4,3,0,245000
295,"805 Old Stage RoadPleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in2009Single Family",1800,0.25,3,2,1,245000
296,"3002 Twin Pines DriveHarrisonville, MO 64701","4Bedrms2Full Bath(s)1Half Bath(s)2,348SqftBuilt in19860.7AcresSingle Family",2348,0.7,4,2,1,245000
297,"500 Hickory Hills DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,628SqftBuilt in20011.1AcresSingle Family",1628,1.1,3,2,1,245000
298,"716 Ridge Crest StreetRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,742SqftBuilt in2007Single Family",2742,0.35,4,3,0,245000
299,"507 Bud LaneBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,920SqftBuilt in2020Single Family",1920,0.25,4,2,1,245150
300,"1705 Longhorn LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,096SqftBuilt in2002Single Family",2096,0.35,3,3,0,245500
301,"24306 S Lexington RoadHarrisonville, MO 64701","4Bedrms2Full Bath(s)0Half Bath(s)3,418SqftBuilt in199310.5AcresSingle Family",3418,10.5,4,2,0,245846
302,"1408 Russell RoadPleasant Hill, MO 64080","5Bedrms3Full Bath(s)1Half Bath(s)2,373SqftBuilt in2004Single Family",2373,0.35,5,3,1,247500
303,"412 Sunset LaneBelton, MO 64012","3Bedrms3Full Bath(s)1Half Bath(s)2,326SqftBuilt in1978Single Family",2326,0.35,3,3,1,247500
304,"309 Shoreview DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,382SqftBuilt in20040.24AcresSingle Family",2382,0.24,4,3,0,247500
305,"5131 SW Pelican PointLee's Summit, MO 64082","4Bedrms2Full Bath(s)1Half Bath(s)1,622SqftBuilt in1986Single Family",1622,0.25,4,2,1,247500
306,"9902 E 219th CirclePeculiar, MO 64078","5Bedrms3Full Bath(s)0Half Bath(s)2,135SqftBuilt in2006Single Family",2135,0.35,5,3,0,248000
307,"106 N Woodson DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,678SqftBuilt in19790.73AcresSingle Family",1678,0.73,3,2,1,248500
308,"509 Village LaneHarrisonville, MO 64701","4Bedrms3Full Bath(s)0Half Bath(s)2,248SqftSingle Family",2248,0.35,4,3,0,249000
309,"1011 Parkside CourtRaymore, MO 64083","4Bedrms2Full Bath(s)2Half Bath(s)2,778SqftBuilt in20030.27AcresSingle Family",2778,0.27,4,2,2,249000
310,"24210 E 267th StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)2,164SqftBuilt in19595AcresSingle Family",2164,5,3,2,0,249000
311,"113 N Oxford DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,150SqftBuilt in2002Single Family",2150,0.35,4,3,0,249900
312,"615 Town Center DriveRaymore, MO 64083","3Bedrms3Full Bath(s)1Half Bath(s)2,049SqftBuilt in1992Single Family",2049,0.35,3,3,1,249900
313,"11512 E 209th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,792SqftBuilt in2018Single Family",1792,0.25,4,3,0,249900
314,"605 Horseshoe DrivePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,592SqftBuilt in1997Single Family",2592,0.35,4,3,0,250000
315,"1007 Eve Orchid DriveGreenwood, MO 64034","3Bedrms2Full Bath(s)1Half Bath(s)2,200SqftSingle Family",2200,0.35,3,2,1,250000
316,"601 Seaton BoulevardRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,589SqftBuilt in1998Single Family",2589,0.35,3,2,1,250000
317,"1012 Tudor DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,102SqftBuilt in2000Single Family",2102,0.35,3,3,0,250000
318,"21402 E 289th StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,404SqftBuilt in19754.3AcresSingle Family",1404,4.3,3,2,0,250000
319,"3204 Steel Wheel DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,242SqftBuilt in2004Single Family",2242,0.35,3,2,1,250000
320,"1806 Woodlawn StreetPleasant Hill, MO 64080","3Bedrms1Full Bath(s)1Half Bath(s)3,664Sqft1AcresSingle Family",3664,1,3,1,1,250000
321,"21116 SE Clover Hills RoadCleveland, MO 64734","4Bedrms2Full Bath(s)1Half Bath(s)2,508SqftBuilt in19804AcresSingle Family",2508,4,4,2,1,250000
322,"15613 White DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)2,862SqftBuilt in2006Single Family",2862,0.35,4,3,0,250000
323,"408 Fairway RoadBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)2,039SqftBuilt in2019Single Family",2039,0.35,3,3,0,250000
324,"406 Fairway RoadBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)2,039SqftBuilt in2018Single Family",2039,0.35,3,3,0,250000
325,"956 Kendall RoadPeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)1,808SqftBuilt in19741AcresSingle Family",1808,1,3,3,0,250000
326,"12201 E 214th TerracePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,871SqftBuilt in2004Single Family",1871,0.25,3,2,1,250000
327,"704 Tall Grass DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)2,401SqftBuilt in2006Single Family",2401,0.35,3,2,1,250000
